ticker,month,return_pct
NOVAGL,2025-01,3.2791
NOVAGL,2025-02,0.9217
NOVAGL,2025-03,0.6213
NOVAGL,2025-04,2.7322
NOVAGL,2025-05,0.9254
NOVAGL,2025-06,3.5236
NOVAGL,2025-07,3.9337
NOVAGL,2025-08,-2.246
NOVAGL,2025-09,-2.3974
NOVAGL,2025-10,-2.1603
NOVAGL,2025-11,-3.3362
NOVAGL,2025-12,-5.832
NOVAGL,2026-01,1.8896
NOVAGL,2026-02,-1.4419
NOVAGL,2026-03,-0.6897
NOVAGL,2026-04,2.9672
NOVAGL,2026-05,9.5661
NOVAGL,2026-06,-2.1814
NOVAGL,2026-07,7.8672
BALADV,2021-08,1.5735
BALADV,2021-09,-2.625
BALADV,2021-10,1.1921
BALADV,2021-11,-0.0283
BALADV,2021-12,-4.4374
BALADV,2022-01,-2.266
BALADV,2022-02,2.5075
BALADV,2022-03,3.3032
BALADV,2022-04,-1.6624
BALADV,2022-05,-0.0786
BALADV,2022-06,0.6405
BALADV,2022-07,3.1496
BALADV,2022-08,0.7244
BALADV,2022-09,-0.3001
BALADV,2022-10,3.3718
BALADV,2022-11,-1.8692
BALADV,2022-12,0.5785
BALADV,2023-01,-2.886
BALADV,2023-02,1.3272
BALADV,2023-03,1.5018
BALADV,2023-04,0.1466
BALADV,2023-05,0.1323
BALADV,2023-06,3.7891
BALADV,2023-07,2.8956
BALADV,2023-08,-0.5873
BALADV,2023-09,-2.4649
BALADV,2023-10,3.7419
BALADV,2023-11,0.9331
BALADV,2023-12,3.6003
BALADV,2024-01,2.331
BALADV,2024-02,4.6473
BALADV,2024-03,0.687
BALADV,2024-04,3.3432
BALADV,2024-05,2.9979
BALADV,2024-06,2.1212
BALADV,2024-07,3.2527
BALADV,2024-08,2.5365
BALADV,2024-09,-2.2621
BALADV,2024-10,-0.1312
BALADV,2024-11,2.0168
BALADV,2024-12,2.7977
BALADV,2025-01,0.3743
BALADV,2025-02,-3.2581
BALADV,2025-03,-2.4233
BALADV,2025-04,-0.9381
BALADV,2025-05,0.429
BALADV,2025-06,1.9577
BALADV,2025-07,4.7094
BALADV,2025-08,4.0881
BALADV,2025-09,-0.754
BALADV,2025-10,1.9996
BALADV,2025-11,1.3008
BALADV,2025-12,-2.4276
BALADV,2026-01,0.5595
BALADV,2026-02,1.0481
BALADV,2026-03,-0.9789
BALADV,2026-04,2.2098
BALADV,2026-05,1.6231
BALADV,2026-06,-0.7918
BALADV,2026-07,7.2942
SECCORP,2021-08,0.9649
SECCORP,2021-09,1.6662
SECCORP,2021-10,0.9894
SECCORP,2021-11,1.5194
SECCORP,2021-12,-0.0597
SECCORP,2022-01,0.0501
SECCORP,2022-02,-0.0498
SECCORP,2022-03,0.9538
SECCORP,2022-04,-0.167
SECCORP,2022-05,0.9976
SECCORP,2022-06,1.9796
SECCORP,2022-07,1.2606
SECCORP,2022-08,0.3994
SECCORP,2022-09,1.4613
SECCORP,2022-10,0.513
SECCORP,2022-11,1.2527
SECCORP,2022-12,-0.9712
SECCORP,2023-01,0.008
SECCORP,2023-02,-0.9518
SECCORP,2023-03,-0.7914
SECCORP,2023-04,1.8875
SECCORP,2023-05,1.2742
SECCORP,2023-06,0.3752
SECCORP,2023-07,-0.8336
SECCORP,2023-08,-2.3187
SECCORP,2023-09,0.0138
SECCORP,2023-10,3.1352
SECCORP,2023-11,1.1872
SECCORP,2023-12,0.2555
SECCORP,2024-01,1.2379
SECCORP,2024-02,-0.1178
SECCORP,2024-03,0.2301
SECCORP,2024-04,0.5727
SECCORP,2024-05,0.2945
SECCORP,2024-06,1.6105
SECCORP,2024-07,1.3577
SECCORP,2024-08,1.2485
SECCORP,2024-09,-0.2882
SECCORP,2024-10,1.2285
SECCORP,2024-11,2.4207
SECCORP,2024-12,-0.0247
SECCORP,2025-01,-0.0133
SECCORP,2025-02,1.6992
SECCORP,2025-03,0.5457
SECCORP,2025-04,2.0268
SECCORP,2025-05,0.3018
SECCORP,2025-06,2.3293
SECCORP,2025-07,0.8504
SECCORP,2025-08,1.1242
SECCORP,2025-09,2.1637
SECCORP,2025-10,0.4024
SECCORP,2025-11,-0.0346
SECCORP,2025-12,-0.267
SECCORP,2026-01,0.9736
SECCORP,2026-02,-1.0
SECCORP,2026-03,1.0428
SECCORP,2026-04,0.0442
SECCORP,2026-05,2.246
SECCORP,2026-06,-1.9223
SECCORP,2026-07,0.2259
PRUGILT,2021-08,-1.7443
PRUGILT,2021-09,-0.7983
PRUGILT,2021-10,1.1113
PRUGILT,2021-11,0.5416
PRUGILT,2021-12,-0.1715
PRUGILT,2022-01,0.0992
PRUGILT,2022-02,0.9173
PRUGILT,2022-03,-0.9066
PRUGILT,2022-04,1.6059
PRUGILT,2022-05,1.3672
PRUGILT,2022-06,1.3345
PRUGILT,2022-07,1.5581
PRUGILT,2022-08,1.0372
PRUGILT,2022-09,3.7428
PRUGILT,2022-10,0.5738
PRUGILT,2022-11,-0.019
PRUGILT,2022-12,-0.3986
PRUGILT,2023-01,-1.0755
PRUGILT,2023-02,-0.9927
PRUGILT,2023-03,-0.6797
PRUGILT,2023-04,0.4602
PRUGILT,2023-05,0.9344
PRUGILT,2023-06,0.9298
PRUGILT,2023-07,-0.5256
PRUGILT,2023-08,1.7955
PRUGILT,2023-09,1.5819
PRUGILT,2023-10,0.4838
PRUGILT,2023-11,-0.2556
PRUGILT,2023-12,1.4698
PRUGILT,2024-01,0.9589
PRUGILT,2024-02,-1.0182
PRUGILT,2024-03,0.4176
PRUGILT,2024-04,0.8666
PRUGILT,2024-05,-0.8557
PRUGILT,2024-06,1.0005
PRUGILT,2024-07,-1.2404
PRUGILT,2024-08,2.4842
PRUGILT,2024-09,2.2057
PRUGILT,2024-10,0.0663
PRUGILT,2024-11,1.2556
PRUGILT,2024-12,-2.6853
PRUGILT,2025-01,-0.9372
PRUGILT,2025-02,0.0407
PRUGILT,2025-03,-0.8823
PRUGILT,2025-04,1.6447
PRUGILT,2025-05,3.4981
PRUGILT,2025-06,-0.8972
PRUGILT,2025-07,-0.549
PRUGILT,2025-08,1.0788
PRUGILT,2025-09,2.9149
PRUGILT,2025-10,-1.0849
PRUGILT,2025-11,1.0882
PRUGILT,2025-12,2.8948
PRUGILT,2026-01,-1.8259
PRUGILT,2026-02,-1.3282
PRUGILT,2026-03,-0.1391
PRUGILT,2026-04,-0.2012
PRUGILT,2026-05,2.0743
PRUGILT,2026-06,0.7633
PRUGILT,2026-07,-1.7313
LIQTR,2021-08,0.7655
LIQTR,2021-09,0.2852
LIQTR,2021-10,1.058
LIQTR,2021-11,0.4348
LIQTR,2021-12,0.1888
LIQTR,2022-01,0.6391
LIQTR,2022-02,0.8338
LIQTR,2022-03,0.6907
LIQTR,2022-04,-0.0012
LIQTR,2022-05,0.6758
LIQTR,2022-06,0.2929
LIQTR,2022-07,0.7111
LIQTR,2022-08,0.0937
LIQTR,2022-09,0.8114
LIQTR,2022-10,0.3349
LIQTR,2022-11,0.0634
LIQTR,2022-12,0.8375
LIQTR,2023-01,0.5673
LIQTR,2023-02,0.4341
LIQTR,2023-03,1.0502
LIQTR,2023-04,0.403
LIQTR,2023-05,0.5203
LIQTR,2023-06,0.7597
LIQTR,2023-07,0.3454
LIQTR,2023-08,0.689
LIQTR,2023-09,0.3578
LIQTR,2023-10,0.473
LIQTR,2023-11,1.0553
LIQTR,2023-12,0.2516
LIQTR,2024-01,-0.208
LIQTR,2024-02,1.288
LIQTR,2024-03,1.3893
LIQTR,2024-04,0.3874
LIQTR,2024-05,-0.1526
LIQTR,2024-06,0.5141
LIQTR,2024-07,0.5653
LIQTR,2024-08,0.4933
LIQTR,2024-09,0.1219
LIQTR,2024-10,0.6922
LIQTR,2024-11,0.7976
LIQTR,2024-12,0.1269
LIQTR,2025-01,0.8473
LIQTR,2025-02,1.2006
LIQTR,2025-03,0.644
LIQTR,2025-04,0.4631
LIQTR,2025-05,0.5373
LIQTR,2025-06,0.8466
LIQTR,2025-07,0.0038
LIQTR,2025-08,0.6789
LIQTR,2025-09,0.4411
LIQTR,2025-10,1.212
LIQTR,2025-11,0.5612
LIQTR,2025-12,1.0048
LIQTR,2026-01,0.1689
LIQTR,2026-02,0.7245
LIQTR,2026-03,0.6203
LIQTR,2026-04,0.2515
LIQTR,2026-05,0.7519
LIQTR,2026-06,0.9014
LIQTR,2026-07,0.5392
